"","logFC","logCPM","PValue","FDR"
"YDL210W",-0.928949156087854,3.67869388430532,0.0027555332995524,0.00711986486176923
"YLR228C",-0.290123093472886,7.07787391458591,0.00276498775273622,0.00714117526536019
"YOL102C",-0.60471480249735,5.09126394292774,0.00277767540386114,0.00717081385892074
"YNL219C",-0.487940423909056,6.82180447064642,0.00278295580808117,0.00718131247990242
"YKL126W",-0.256393768490205,7.95637022932393,0.00279485503491265,0.00720887412448916
"YJL145W",-0.411321654847532,6.38018982375137,0.00279889908695029,0.00721615943245529
"YDL106C",-0.396880834514286,6.22714778587245,0.00281380588559713,0.0072514326764278
"YDR328C",-0.274664179595146,8.36234997471383,0.00281859484476887,0.00726061197061272
"YHR041C",-0.381718618015807,6.17178411563032,0.00283411608191244,0.00729741725703912
"YHR001W",-0.404086185687117,5.77665781820287,0.00284292057892388,0.00731690346476406
"YMR190C",-0.433961032370904,5.90473593852843,0.00288574323092613,0.00742388812929995
"YLR446W",0.731313001839597,4.28581583070211,0.00288714395139348,0.00742426369421782
"YML057W",-0.353935348439172,7.44630809593912,0.00290923358495413,0.00747464826389976
"YPL260W",-0.31352777124392,7.12046274118078,0.00290926397697501,0.00747464826389976
"YNR007C",-0.464395646690902,5.53048161203207,0.00292865928153538,0.00752121396217225
"YHR091C",-0.455166919980197,6.04871464489233,0.00294237141235781,0.00755315038911981
"YER023W",-0.242006349721004,8.57587773787107,0.00294622394349344,0.0075597602227453
"YPR078C",-1.00941799397229,3.5024076011203,0.00296817678619934,0.00761278805545794
"YAL016W",-0.308488334276053,7.76149910939651,0.00299356278142076,0.00767457148079143
"YKL081W",0.218210133825558,10.1668610275071,0.00300109090419551,0.00769053914253999
"YKR081C",0.614108543208172,6.27915091104165,0.00300532819393249,0.00769806360324613
"YOR031W",-0.623403237490696,4.65039143597004,0.00301401359700928,0.00771697033903242
"YCL005W-A",-0.285861173683139,7.09127982066263,0.00302038555236589,0.00772994001442429
"YLR183C",-0.552740997403957,4.99549718647371,0.00303969811477599,0.0077760024838433
"YJL184W",-0.411323687940903,5.87951066716459,0.00304246052094166,0.00777970566223501
"YJR004C",-0.527254140298535,5.45005701980834,0.00304846117419903,0.00779168240506939
"YLR002C",0.754816324742019,5.54232857461238,0.00305872141924506,0.00781453136341667
"YOR373W",-0.442054249517154,5.58841114988486,0.00307483772106205,0.00785231540592324
"YGL141W",-0.409725558264247,5.91617402704401,0.00307939898557576,0.00786057109475917
"YDR222W",-0.783251855182778,4.21432746175308,0.00308505691492738,0.00787161783769958
"YIL157C",-0.359143811778105,6.29652203470287,0.00309136638153933,0.00788431675843458
"YBR010W",-0.569173112911911,9.13945641514749,0.00309995114117827,0.00790280521428343
"YMR178W",-0.338212111217383,6.58449809625918,0.00310927128504227,0.0079231516768282
"YLR035C-A",1.00439940672834,7.45415503370966,0.00315336535051223,0.00803205457554061
"YJL008C",-0.260118468264534,8.61942940178306,0.00316557355927456,0.00805968104570895
"YLR371W",-0.296965451028738,6.83470127397695,0.00319133490020804,0.00812177574388429
"YJR043C",-0.559516593892297,5.09189748301163,0.00320543624874306,0.00815415575400374
"YDL235C",-0.453449319728145,5.68666764602045,0.0032151961211579,0.00817546860717288
"YOL003C",-0.49142084846242,5.33878775316897,0.00322193760472309,0.00818909141200453
"YMR097C",-0.519585515251085,5.07183359220044,0.00323620242826605,0.00821872161817574
"YML126C",0.253980202884203,8.07818789086541,0.00323637339367069,0.00821872161817574
"YNL104C",-0.52010194021489,8.97843264245278,0.00323785438376688,0.00821895512172828
"YER032W",-0.553599591051643,5.22328991531255,0.00324687773007027,0.00823811370647365
"YOR107W",0.804381233231824,4.03776006233216,0.0032481864588817,0.00823811370647365
"YMR067C",-0.403666421875285,5.9014783939881,0.00325046077762945,0.00824034979487294
"YDL054C",-0.453598452493568,6.10108496194166,0.00325895066838727,0.0082583345202773
"YOR165W",-0.320374113383126,6.99536075163576,0.00328715205660618,0.00832623232831283
"YNL075W",0.591414766636204,5.4392446698048,0.00330323560023678,0.0083607850532386
"YKL107W",-1.08155961053041,3.50193528936084,0.0033036193095271,0.0083607850532386
"YNL331C",-0.564139035023205,4.87841567687619,0.00332339439614475,0.00840723584522809
"YIL039W",-0.293650298789149,7.14656081256411,0.0033356887332911,0.00843473086960831
"YFR040W",-0.314109972072383,7.67449309752172,0.00335148379825817,0.00847105067675932
"YJR030C",-0.438822572180376,5.3963729693683,0.00338509547230868,0.00855235265143059
"YBL023C",-0.428273921124151,6.0965666746858,0.00339153813296424,0.0085618293522191
"YIR029W",-0.584443105803019,4.89598748573135,0.00339174040926172,0.0085618293522191
"YDL200C",-0.652270557359856,4.44624863795227,0.0034124175362643,0.00860781761804638
"YBL002W",-0.500336935028871,8.23732538894944,0.00341286802973412,0.00860781761804638
"YGR169C-A",-0.467567169918295,5.80474984879743,0.00341438619506706,0.00860797746749544
"YLR247C",-0.397313416315834,6.3248292347744,0.00341828895518262,0.00861414640026215
"YDL154W",0.992372169477932,3.56631927852218,0.00345238070327567,0.00869635445776166
"YMR309C",0.637612622617579,6.96006142244212,0.00345646293296431,0.00870293241461695
"YDR363W",-0.496074294165262,5.24693243132759,0.00346217948356437,0.00871361803668667
"YJR022W",-0.744410530562029,4.40194533589309,0.00347488535073107,0.0087418778147431
"YEL062W",-0.464653435134656,5.04790539104331,0.00347826038101847,0.00874664967041491
"YOL029C",-0.525053997944709,5.76955061496453,0.00348425457213446,0.00875800097847052
"YKL091C",-0.347106563453706,6.41477799078002,0.00350239935795066,0.00879987133800173
"YNL267W",-0.329534752527884,6.82128402067532,0.00353145517384322,0.00886910877064105
"YER073W",0.389079374184517,8.64468822073787,0.00355660898661059,0.00892849188535209
"YNL097C",-0.384941459521529,6.79782439933921,0.00356534330705927,0.00894662270902022
"YOR195W",-0.647406666216572,5.36170040842304,0.00357244922767457,0.00895722982928347
"YLR146W-A",-0.689364554829253,4.41178780565436,0.0035742535444418,0.00895722982928347
"YDR047W",-0.336293514056989,7.28998173857356,0.00357560033916321,0.00895722982928347
"YJR002W",0.428921882387293,6.50656593548313,0.00357562563068575,0.00895722982928347
"YHR134W",-0.443650605506334,5.07828505688867,0.00357735324625677,0.00895776519598024
"YOR369C",0.239058249952883,11.3919476749843,0.00359799347945542,0.00900563765564202
"YJL045W",-0.891687844607642,3.70243785578916,0.00361543567784205,0.00904413417906514
"YDL226C",-0.287638898586604,7.05754503798877,0.00361643087166945,0.00904413417906514
"YPL088W",0.435848845609946,6.26047265346386,0.00361927384758972,0.00904742009133432
"YIR015W",-0.685503535357551,4.33234904262224,0.00363374343615155,0.0090797550302824
"YIL089W",-0.959386672972882,3.26885511435138,0.00364096222420923,0.00909395250343858
"YLR435W",0.698885911524871,4.89069014948699,0.00365062108974923,0.00911422995276211
"YAR027W",-0.352344379860694,6.63864784712105,0.0036618322834852,0.00913836424351832
"YIL166C",-0.685131911615992,4.08156566627556,0.00366569308768404,0.009144142495711
"YIL118W",-0.384003819026119,6.87701492249949,0.00367256876575708,0.00915743336998933
"YPR080W",0.194481782142249,13.2642906251899,0.00367766126568518,0.00916527603612872
"YIL146C",-0.622333856226818,4.66530257870285,0.00367881199692508,0.00916527603612872
"YDR334W",-0.330685311203511,7.06480200578273,0.00370261850465233,0.00921923745539397
"YOR359W",0.984520208945695,4.40730311793428,0.00370358753278206,0.00921923745539397
"YKL092C",-0.56611663388743,5.48687808503836,0.00372194487960275,0.00926103778494931
"YGL082W",-0.380056310548666,6.7965889648619,0.00374256798410271,0.00930517638084257
"YKL148C",-0.515966526994176,7.62431438444378,0.00374303539508416,0.00930517638084257
"YDL230W",-0.423760713546413,6.15279927664855,0.00374520279504494,0.00930517638084257
"YNL287W",-0.279504873925268,8.0430167970701,0.0037467158555702,0.00930517638084257
"YOR059C",-0.383760942345839,6.44935883702729,0.00374754695209529,0.00930517638084257
"YGR133W",-0.532038537880897,4.69689663897264,0.003752632007976,0.00931389412382299
"YLR004C",-0.754740295838803,4.19059860536668,0.00376041320547817,0.00932929347455528
"YLL025W",-1.04901215958089,3.17984335436993,0.00377365709737151,0.00935822675823437
"YJR069C",0.400870332611982,5.92672928556679,0.00378810316179091,0.00939011579736776
"YNL142W",-0.482722736796351,5.09270926658798,0.00382021797154178,0.0094657578465715
"YNL068C",-0.367981532976766,6.23548018847931,0.00382843174691941,0.00948213924090504
"YNL097C-B",-1.34928502904274,2.54888692334594,0.0038339565740713,0.00949184981120496
"YJL083W",-0.443820896083379,5.36151720756979,0.00388556637395591,0.00961174145682534
"YDL133W",-0.417718924743813,6.2066015098708,0.00388563217250739,0.00961174145682534
"YPL131W",0.207082048527042,11.3056809859269,0.00388880693746674,0.00961557486376545
"YLR211C",-0.851583681378143,4.17408894832628,0.00389779763674899,0.00963377970620041
"YMR037C",-0.331183941896781,6.71577581924164,0.00390882437196545,0.0096569995026804
"YMR294W",-0.572777357446846,4.9213994616013,0.00391241291311959,0.00966183105464467
"YDL002C",-0.576343113293175,5.45656448497953,0.00394415810997459,0.00973616334448045
"YMR163C",-0.493861108814214,5.14216545837432,0.00396178895045424,0.00977560684730515
"YLR065C",-0.321292854756882,6.7427953839806,0.00397004864401217,0.0097919040544477
"YHR170W",0.479442702221309,7.23416138540578,0.0040048761325939,0.00987368836523254
"YDR536W",-0.90449663137497,4.32849969580363,0.00401873903816201,0.00990373964548297
"YLR381W",-0.618723503647473,5.1014412547697,0.00405015973048357,0.00997701712126199
"YPR179C",-0.55548421799466,5.28285878767818,0.00411928519853374,0.0101430755387949
"YOR278W",-0.579019443967315,4.94163609680958,0.00413270850702696,0.0101718952729112
"YHR060W",-0.512467137601388,5.38796395605718,0.00413501548618903,0.010173341634836
"YER109C",-0.398808469978975,5.92969674804883,0.00413828612183945,0.0101771566845071
"YDR473C",-0.49983962255055,5.21626148368077,0.00416476463218862,0.0102355865479792
"YPR141C",-0.600154214751422,4.54205602138036,0.00416550488550514,0.0102355865479792
"YGR169C",-0.50731422664333,5.04929986869198,0.00416918775370484,0.0102403835361858
"YDL195W",-0.238937688903026,8.5675058252579,0.00417824729744273,0.0102583772858791
"YER118C",-0.399547986520055,6.37136913589674,0.00420722979942828,0.0103252504036571
"YOR322C",-0.301014914624558,7.12260657214451,0.00423428915545857,0.0103873503038343
"YJL002C",-0.28799287348365,7.73344013122025,0.00423797304198922,0.010390965547637
"YNL014W",-0.533637248828124,4.74240015906408,0.00423927511103527,0.010390965547637
"YBR137W",-0.48558009971376,4.91912848776776,0.00424123886601118,0.0103914742733698
"YMR112C",-0.507088419857808,4.74802734837942,0.00425594753608651,0.0104231960144966
"YIL027C",-0.467281000892348,5.85597205548398,0.00429111205796349,0.0105049689892304
"YJL176C",-0.366474944237185,6.37769531564001,0.00429391325991406,0.0105074792220478
"YGL045W",-0.463149203212029,5.25842187522492,0.00430138607454284,0.0105214143873791
"YLR452C",0.502412927596092,5.38792373819147,0.00431299539473118,0.0105454519630679
"YNL295W",-0.416829329817523,5.40589104443331,0.00432915358421476,0.010580587260553
"YFL065C",-3.99733857686139,1.24004399832689,0.00433511185252315,0.0105907749097355
"YDR002W",-0.254886933582216,8.85899748955969,0.0043475693646418,0.0106168253943812
"YDR236C",-0.428638419352786,5.82608454456444,0.0043603036189838,0.0106435299148214
"YPL156C",0.813210347592233,5.31133269752141,0.00437696760842206,0.0106792229889471
"YKR088C",-0.36207730693763,6.5542352373368,0.00437853557059079,0.0106792229889471
"YDR313C",-0.514312278413894,5.14772481444801,0.00438940825740439,0.0107013303086369
"YAL002W",-0.403970409029331,5.86489907093911,0.0044025145796761,0.0107288627545072
"YIR001C",-0.47145105526459,5.25148207996157,0.00440505667924778,0.0107306382754669
"YPR095C",-0.356174416145866,6.47893259734171,0.00440929451244841,0.0107365414115873
"YGL090W",-0.581325007627861,4.75670253245794,0.00441990617511976,0.0107579534505075
"YLR117C",-0.537517853898808,5.93622040393062,0.00442423568147484,0.0107640635391804
"YNL092W",-0.814203044084985,4.42770525593904,0.00446541395145537,0.0108585852141999
"YJL158C",0.31805580570095,9.64342231726891,0.00446675619593758,0.0108585852141999
"YPR157W",-0.447289284649704,5.31216111702216,0.00446870372049488,0.0108588582809726
"YBR018C",-0.877279334645964,3.52813199239955,0.00447271846287538,0.0108641523583061
"YGL186C",0.42540818341685,6.91457375495412,0.00447827808585417,0.0108731930381613
"YLR086W",-0.374743832458854,6.15270447353681,0.00448897979065082,0.0108947060792785
"YDR513W",-0.317196268963097,7.17661229675782,0.00449815176548831,0.0109124903634253
"YHR102W",-0.324795001189248,6.26461856779364,0.00450918208283597,0.0109314598703536
"YBR297W",-0.489879688199581,6.18612253031986,0.00450966596983828,0.0109314598703536
"YLR097C",-0.519196676830239,5.26873829501273,0.00452540701334054,0.010965124200629
"YMR199W",0.503445770857551,6.49751424994434,0.00454554916324195,0.0110094205480567
"YDL013W",-0.337856991953547,6.34348276104649,0.00454965704746772,0.0110148611906164
"YMR323W",-1.91766513974575,2.00841004377991,0.0045581164304817,0.0110265766828742
"YJL044C",-0.430831234930662,6.5985071254109,0.00455822318173236,0.0110265766828742
"YDL138W",-0.376883737513269,6.05435816678389,0.00456073277456575,0.011028138874992
"YGR024C",-0.410045975872192,6.28099663701125,0.0045653006554573,0.0110346748277536
"YNL309W",-0.461709859365472,5.64081062825214,0.00456815403790224,0.0110370630634004
"YNL149C",-0.327110235959387,6.88176871959883,0.00462451263981376,0.0111686699141951
"YPR105C",-0.422318960873893,6.53114107069454,0.00462645406503585,0.0111687999603497
"YER165W",0.228281485530058,9.25219214472257,0.0046544966077867,0.0112319153459518
"YCR011C",-0.268082549807272,7.64406265537259,0.004674162578837,0.0112719281356206
"YJL074C",-0.543687576126124,5.17044153818485,0.0046748878899464,0.0112719281356206
"YLL039C",-0.406005270595168,8.70013841768352,0.00468400536430177,0.0112893115032886
"YBR148W",-0.923320724219105,3.28662467321068,0.00471314119322016,0.0113549089740569
"YPL177C",0.362418229178274,6.48874694215174,0.00473384401892541,0.011400144509557
"YMR136W",0.331545872629859,7.5874343419558,0.00473888763118238,0.0114076477273011
"YHL031C",-0.436144906314104,6.15821733511409,0.00474974892713834,0.0114291437177217
"YNL080C",-0.334391273380936,6.72201809560347,0.00475313679539932,0.0114326465115357
"YPR083W",-0.521296839575003,4.87284529395014,0.00475653517974826,0.0114361717426129
"YLR099C",0.361080284023303,6.38715728315313,0.00475879206593306,0.0114369507124801
"YER091C",-0.844049523216094,9.38072850387877,0.00478771147605125,0.0115017818935425
"YGR280C",0.658415636181727,6.00607398894109,0.00480366501630236,0.0115354244729956
"YGL091C",-0.412691905634025,5.44814416607876,0.00480578961963329,0.0115358446975133
"YMR062C",-0.561062605964354,6.69978156889453,0.00481929598330346,0.011563574344366
"YNL209W",0.189061328123424,11.0099768601459,0.00482860076930288,0.0115812041961756
"YBL029C-A",-0.560198844842077,4.86185949983247,0.00483391511688508,0.0115892527336341
"YLR132C",-0.580009270908366,4.74400309483885,0.00488029115121246,0.0116956997738858
"YAR019C",-0.427436342459644,5.34356808778687,0.0048860349049285,0.0117047241022113
"YBR168W",-0.665053566480124,4.98465765826408,0.00489089695259265,0.0117116298132297
"YDR064W",0.243885895480754,10.5028029622351,0.00493677171879569,0.0118166983252889
"YPL159C",-0.43527689249902,5.72883887465637,0.00494323506453586,0.01182738450338
"YOR353C",-0.338765049517836,6.44439448069982,0.00494552039414498,0.0118280695926256
"YKL204W",-0.285179252411289,6.82898163253671,0.00496460228823809,0.0118689097937393
"YPL272C",-0.56482407255417,4.80759640343039,0.00498282624661043,0.0119076667613869
"YKL164C",0.277355047425283,9.06966534362489,0.00501137027195128,0.0119710447715526
"YNL055C",-0.270106995091219,9.50111966984408,0.00504257769171899,0.0120407313163443
"YGL116W",-0.377754686323706,5.74132629589595,0.00506381174774323,0.0120865567210152
"YKL096C-B",-1.97058231303153,1.72842857246942,0.00508045873232704,0.0121214009351529
"YDR356W",-0.40834151641598,5.48727674989915,0.00508412834045027,0.0121252669852657
"YDL150W",0.562706818533529,6.04111977709198,0.0050890482428681,0.0121321105773773
"YDL058W",-0.362841826651852,6.68779740419707,0.00509352020122031,0.0121378812044384
"YDR403W",-0.999539426241664,3.21813951706777,0.0051108003325496,0.0121741568307955
"YJR076C",-0.308598982819515,7.36261896828911,0.00513465680618235,0.0122251517078057
"YCR012W",-0.272820138517518,13.5756411117618,0.00513634056880258,0.0122251517078057
"YML072C",-0.239210917041407,8.33514541758909,0.00516277430135344,0.0122831264741087
"YGR047C",-0.488206465636295,5.45506176106585,0.00517408905015564,0.0123050984364031
"YFL041W-A",-0.914654192242822,3.342584219468,0.00518047481327125,0.0123153352632085
"YCR073C",-0.347762096534909,6.68080854531971,0.00519218232921072,0.0123382099766827
"YKL101W",-0.331108355278425,7.26169928695125,0.00520943706428348,0.0123742429182519
"YLR397C",0.423356460862201,5.55969784884164,0.00521454647371913,0.0123814091031284
"YKL014C",0.537625212186227,6.41388815902462,0.0052179031165604,0.0123839891081485
"YPL236C",-0.466571282584195,5.08064739714678,0.00521981896834921,0.0123839891081485
"YER183C",-0.395287896237373,5.53691860372833,0.00523058392585142,0.0124045209235798
"YFR018C",-0.400815400827069,7.19845024467914,0.00523266591604787,0.0124045209235798
"YGR121C",-0.3759185258746,6.31598226151655,0.0052433811651737,0.0124249444751032
"YER019W",-0.333674476279347,7.48956971873349,0.00524800338666181,0.0124309191508719
"YGR111W",-0.43772984377995,5.52797373181543,0.00526979239954224,0.0124775356655028
"YOR154W",-0.70042765303816,5.07929171020613,0.0052936121999778,0.0125289213549075
"YOR250C",-0.389002217027155,5.76000240077441,0.00530557651073908,0.0125522175985778
"YOR189W",-0.432447893824278,5.43295524826284,0.00533926735543765,0.0126268764756693
"YAL051W",-0.417324893706075,5.99645013357322,0.00535596956859956,0.0126613151967254
"YDL177C",-0.572649783211493,4.94925251087955,0.00535837382533247,0.0126619400656918
"YGR173W",0.563462549982739,5.46453676651527,0.00537940674914304,0.0127065667603511
"YOR001W",0.639396605802172,5.83361075541744,0.00539792425867965,0.0127452186107771
"YCL042W",0.369984869351651,5.84954033536785,0.00545717193861274,0.0128799706265543
"YNL042W-B",-1.60015388377691,2.0936272064764,0.00547686302362904,0.012921291272254
"YAL012W",-0.367072894598113,9.28678943703435,0.00549780751415172,0.0129655348988584
"YER163C",-0.433321324449294,6.47680013631968,0.0055054549653915,0.0129783972231958
"YIL023C",-0.313887789180431,6.86375372199428,0.00553436203857837,0.0130413461498479
"YMR207C",-0.417948814332781,5.87496340331332,0.00556289878962216,0.0130987430183696
"YGR267C",-0.270719840524536,7.68450252012962,0.00556314706864338,0.0130987430183696
"YOL165C",-1.2614272004068,3.10785139515124,0.00557834853244558,0.0131293111640734
"YNR060W",-0.480926397507553,5.82577911933426,0.00559196609142635,0.0131561285737454
"YNL129W",-0.56225595896719,4.37647717401649,0.00564964015202541,0.0132865344910709
"YHR104W",-0.305721292309694,6.90924939667643,0.00565709456288045,0.0132987797094015
"YDL117W",-0.460715221364712,6.23267267600736,0.00566468898695913,0.0133113442159798
"YFL050C",-0.432316528106781,5.55720810360637,0.00569092586686232,0.0133676889060041
"YOL164W",-0.352830714019864,6.04954594611105,0.00569867417787405,0.0133804830687783
"YKR029C",-0.551919010485896,5.58335552640603,0.0057008953551445,0.0133804830687783
"YMR255W",-0.447640970909229,6.05653418538392,0.00571856486628188,0.0134166329555075
"YBR198C",-0.261214009067113,7.35702880362246,0.00578621876388557,0.0135681585550059
"YMR221C",-0.363575265740214,6.23908562170367,0.00578773570945327,0.0135681585550059
"YER006W",0.519987896626713,7.04966659006907,0.00579753307908026,0.0135857438530368
"YPL096W",-0.382331636224121,5.83347507836275,0.00580487341425901,0.0135975597752061
"YFR033C",-0.543445324392019,7.32865430956293,0.00581906641560324,0.0136254119434604
"YGL164C",-0.396874411820126,6.26752587439927,0.00582832000833883,0.0136416809688848
"YLR114C",-0.26057175554964,7.35123044133816,0.00583439030279426,0.0136504892928563
"YKR038C",-0.369843992833914,6.62605729290789,0.00584814595291226,0.0136748846981465
"YAL026C",-0.336086045707877,7.01875085703058,0.00584943944076539,0.0136748846981465
"YLR301W",-0.274833739177615,7.35103032179801,0.00587874926226931,0.0137379776401451
"YGR179C",-0.494727917061989,5.18567212818787,0.00589061563456419,0.0137602734740293
"YLR310C",-0.304699711826599,7.2076605933169,0.00589352487663266,0.0137616364226659
"YDR229W",-0.35496292090603,6.54573271515882,0.00589735752575997,0.0137651536409948
"YBR214W",-0.285587879325194,8.28487639425544,0.00591643852871278,0.013804245573499
"YHR086W",-0.297015773009837,6.4323036298024,0.0059242884360504,0.0138171126039063
"YLR262C",-0.378930821877021,5.60491797251648,0.00593456569259551,0.0138356285276153
"YKL015W",-0.43964884763314,6.20579149656843,0.00595615901955956,0.0138805013464883
"YGR295C",-0.357721519895256,7.19044223668062,0.00596205646470905,0.0138862047643211
"YFL014W",1.23472664419736,2.76322680680016,0.00596330003483858,0.0138862047643211
"YJR033C",-0.379213937666238,6.11977106617996,0.00598695155489942,0.0139357955744846
"YLL067C",-4.45306743033484,1.39081005685917,0.00599238348171564,0.0139392156193829
"YBR115C",0.330797857626606,7.16933161597187,0.00599313242111037,0.0139392156193829
"YEL064C",-0.471216326203501,4.98836508350803,0.00600880253415461,0.0139701707640836
"YAL023C",-0.213955570695657,8.74857675498917,0.00604986323767237,0.014060110281739
"YDL027C",-0.395453217824645,6.26131707482197,0.00606882830942441,0.0140986482555415
"YJL137C",-0.565862590729227,4.44277768814393,0.00608749842017733,0.0141364710173427
"YNL054W",-0.304023122562498,6.34998904801033,0.00609600144006876,0.0141506632094495
"YLR133W",-0.393645647553362,6.41819205673838,0.00611676778864926,0.0141933000021324
"YMR219W",-0.323394879121947,6.77650757881867,0.00612764172427396,0.0142129580880161
"YHR074W",-0.275476486640436,7.33708547073646,0.006132605720669,0.0142188981384006
"YGL110C",-0.463202185549233,5.95193644402515,0.00617793926703431,0.0143183966482734
"YJR155W",-0.5129321516174,5.15580080018735,0.00619884772189331,0.0143612302155218
"YOL103W-B",2.4496210039273,6.7946481609,0.00625839744616243,0.0144935176864748
"YDR387C",-0.355019245862764,6.25739332051741,0.00626318915891997,0.0144967235780524
"YBR236C",-0.34281521551692,5.99418537666368,0.00626468179636301,0.0144967235780524
"YKL189W",-0.569789037367558,5.50602108490476,0.00628963550543381,0.0145487776722642
"YDL201W",0.591573372682803,5.52718847433336,0.00630183968180405,0.0145713112142378
"YDR227W",-0.515715286288095,5.53941975397947,0.00630955297499106,0.0145834472472743
"YCR033W",-0.29042480709753,7.03640324917337,0.00633548720913559,0.0146334886465456
"YML076C",-0.3843199181275,5.76488179625945,0.00633614972324656,0.0146334886465456
"YDL207W",-0.435816967535335,6.61211525784633,0.00635189854626836,0.0146641372213304
"YNL191W",-0.515165720258427,5.09874825539497,0.00635895638283335,0.014674705505938
"YLR368W",-0.540180597671817,5.34068342372467,0.0063791217500564,0.0147127180492234
"YOR042W",-0.318841020278671,7.93298389110774,0.00638040130375313,0.0147127180492234
"YMR111C",-0.492434691609197,5.29073106394037,0.00639688307118885,0.0147449774570411
"YGL105W",-0.209456516727409,9.05383611944441,0.00642123987880357,0.014795356839128
"YAR003W",-0.33921188092351,5.91478932935938,0.00642575891020502,0.0148000060224535
"YGR145W",0.450662571538659,6.28514431509397,0.00643417938965445,0.0148077958723337
"YLR355C",0.34601424890799,9.74839412979902,0.00643499174674296,0.0148077958723337
"YDL212W",-0.294633508990085,7.57688359110138,0.00643742390583385,0.0148077958723337
"YOR161C",0.3765874222212,7.21009357456053,0.00643915139082552,0.0148077958723337
"YML045W-A",-2.59423671324187,6.53896375094026,0.00644491787795563,0.0148152987893798
"YJL138C",0.249546741009241,9.94274047275578,0.00647221491925905,0.0148722701659246
"YML013W",-0.419052765354726,6.75108127219432,0.00648146240435281,0.0148856422507544
"YBR223C",-0.355065883229065,5.56935527915781,0.0064837043242632,0.0148856422507544
"YER022W",-0.387765611312003,6.01911178564689,0.00648558149779363,0.0148856422507544
"YLR003C",1.1502136531483,4.46878774011742,0.00651526829621338,0.0149436114241722
"YMR140W",-0.353026401198272,6.00990811000621,0.00651588938218089,0.0149436114241722
"YER085C",-2.00936571761183,1.55259162552187,0.00652361536320649,0.0149555335544722
"YOR380W",-0.436815041024045,5.42046043135918,0.00656744504621509,0.0150501829351102
"YCL011C",-0.223613989842286,8.38580362517809,0.00658034375355646,0.0150739039836599
"YKR084C",-0.275807561364113,6.84761466002265,0.00660391336395659,0.0151220415536111
"YNL167C",-0.400347833379556,6.68294943810538,0.00665537950260236,0.0152339963314886
"YPL259C",-0.355232406001119,6.27152518832316,0.00667543565213145,0.015273995651068
"YMR262W",-0.343043636536863,6.47814256540164,0.00668170129554432,0.0152802635534773
"YMR021C",-0.500819252668262,5.02007508736523,0.00668333988108828,0.0152802635534773
"YOR076C",-0.447970200438922,5.38570277930947,0.00668895975931531,0.0152872054445225
"YBL098W",-0.529844018251817,4.66113339127395,0.00670405788991173,0.0153157955732076
"YBR175W",-0.405118894092193,5.58378433341112,0.00671872751599633,0.0153433850683714
"YKR074W",-0.378552614710811,6.07060008571085,0.00672134426564387,0.0153434390508545
"YLR060W",0.256743377546976,8.60006213845782,0.00676758399589834,0.0154430368313654
"YOR311C",-0.309318577922308,6.46677781529436,0.00677892689941559,0.0154629570022521
"YDR124W",-0.740356587212533,4.19028136487902,0.00678452059377165,0.0154697527373206
"YOR193W",-0.560830154233851,4.70377645504538,0.0068231563398618,0.0155479860346095
"YBR080C",-0.268207447941007,7.11026621199114,0.00682408648502296,0.0155479860346095
"YMR158C-A",-1.00564432027177,2.80643485104601,0.00684235842701099,0.0155836161711409
"YIL106W",-0.313539060378423,6.56443856197843,0.00684995791216632,0.0155949214953013
"YPL278C",-0.894815250199566,3.16357354393736,0.00686048930266655,0.01561289046303
"YPR002W",-0.656721332056512,4.45625155958163,0.00693071875404418,0.0157666523904957
"YNL106C",-0.372917580836637,5.8870112435072,0.0069534298614803,0.0158122384667098
"YPL269W",-0.534585809317024,4.83201476706777,0.00696638980312457,0.0158356236900069
"YCR075W-A",-0.508161228742208,5.1180579479883,0.00698428913744594,0.0158702146030214
"YAL042W",-0.265707765915786,9.18990576500259,0.00700307022859236,0.0159067817821808
"YLR048W",0.242146988568753,10.1334700072674,0.00703674413973409,0.015977135485344
"YBR158W",0.440982921575548,7.36981356019205,0.00704538734550729,0.015990624059596
"YGR239C",-0.61813499782884,4.44401120290851,0.00706501272840701,0.0160290185253007
"YML030W",-0.374815571476758,6.12816214320885,0.00707532031701139,0.0160462515583581
"YER096W",-0.992281814133273,3.1139626235184,0.00708363203635982,0.0160589466510119
"YIR003W",-0.299330246294384,7.1652531266394,0.00709066126131496,0.0160687256542323
"YAL017W",-0.29467114740273,7.19592962978799,0.00711182249265337,0.0161105106007006
"YNL262W",-0.343306808648617,6.0997839112238,0.00717150733941243,0.0162394982500204
"YPL196W",-0.336430513347155,6.24675850133508,0.00718959087633674,0.0162742192866429
"YLL045C",0.205691091330046,11.0492703222187,0.00722965438433622,0.016358648180542
"YLR147C",-0.429327486291811,5.1074940282184,0.00724474835385412,0.0163865351719246
"YPL257W-B",4.30426408985799,1.24626168792769,0.00727306283674324,0.0164442922449407
"YGL029W",0.700306866849801,5.04539429462471,0.00727641889644601,0.0164455961078193
"YEL055C",0.415791459151662,6.46451280905205,0.00729501106961292,0.0164755724056281
"YBR200W",-0.339575329083967,5.95786804409947,0.00729525092153889,0.0164755724056281
"YBR245C",-0.318825265151076,6.66841467501937,0.00730758205248499,0.016497124381745
"YLR283W",-0.583175202387612,4.65130468663352,0.00737111118832841,0.0166341971400989
"YEL067C",-0.747115439136826,3.60629203069856,0.00739558075747874,0.0166830542668706
