"","logFC","logCPM","PValue","FDR"
"YKR070W",-0.469262029129547,6.40385414813657,0.000193184466266503,0.000690678239818065
"YNL172W",-0.504583415560434,5.52168879914049,0.000193594930593977,0.000691727780389228
"YGR127W",-0.562890435230794,5.53747076818929,0.00019376357943629,0.000691912552519328
"YKL207W",-0.412462603145725,7.97709692163448,0.000196169188860164,0.000700080271704217
"YIL017C",-0.383434408966009,7.23622847665708,0.000196500846832149,0.000700841175832324
"YDR016C",-0.648640823280274,5.21106717183904,0.000197266728526366,0.000703148935355728
"YCL056C",-0.768091128284371,4.95364483485574,0.000197966626994628,0.000705218863291519
"YNL161W",-0.412092026515484,6.77854963916807,0.000198714501077797,0.000707242801464682
"YDR150W",-0.377462058337503,7.50241264495524,0.000198773834516777,0.000707242801464682
"YPL090C",0.297711239833426,10.4259177750592,0.000199476633528429,0.000709316851314733
"YMR088C",-0.441787161548076,6.68143223160351,0.000199736670737322,0.000709814943395034
"YDL144C",-0.480384271773857,6.79352116509197,0.000200318515037873,0.000711455374237152
"YPL155C",-0.511236104716372,5.78516658418711,0.000202051659544805,0.00071718036564284
"YLL062C",-0.866443355586714,4.3453113964429,0.000202395866136185,0.000717971426815233
"YOR337W",-0.843744390936122,4.54487224576537,0.000202802003557529,0.000718881685335188
"YOL009C",-0.69579541338136,4.90717144408817,0.000202895456229468,0.000718881685335188
"YBR213W",-0.796581535644334,4.30536154984968,0.000205804475503687,0.000728752292971465
"YPL009C",-0.441481117618162,7.33943737214448,0.00020614600542285,0.000729525068233855
"YLR208W",-0.328818237204501,7.84963955644087,0.000206881719522522,0.000731691054641221
"YOR293W",0.333045032776203,9.82966844289111,0.00020725490441588,0.000732573040280026
"YGL180W",-0.54983415645928,5.56738391575773,0.000207385810932151,0.000732598115394349
"YOR245C",-0.543824961317135,5.99618261849958,0.000208110068077573,0.000734717943207039
"YNL130C",-0.44272727808259,6.37285938109491,0.000208873311982051,0.000736972800833508
"YMR051C",-2.49016884299289,5.71328471679096,0.000211602629924647,0.000745796102678954
"YER159C-A",-2.49016897354424,5.71328471679096,0.000211626103836059,0.000745796102678954
"YBR204C",-0.515251846414686,5.8782525958412,0.000215372427498304,0.000758546817563969
"YER012W",-0.327216505267793,7.79285011468805,0.000215784563886583,0.000759546260866692
"YEL025C",-0.473155630368051,6.30979000714923,0.000218075209749823,0.000767152803858327
"YDR286C",-0.762879732817686,4.3599172907013,0.000219496659537417,0.000771694435224538
"YJR113C",-0.400665190144944,7.00405494855431,0.000221376969894331,0.000777842951819925
"YDR450W",0.293940394306167,10.147137338437,0.000221803493352239,0.00077887909208617
"YOR343W-A",-1.69205265660829,4.95578264797226,0.000222160864767607,0.000779573072194164
"YOR349W",-0.601288890084803,5.27986447749844,0.000222264622746587,0.000779573072194164
"YPR151C",-1.70698176090437,2.62517339005378,0.000222840732106639,0.000781130694238733
"YNL052W",-0.426055382240425,7.01074966718406,0.000223196106050176,0.000781394701336082
"YBR184W",-1.82039034414712,2.51292970345583,0.000223290399152016,0.000781394701336082
"YMR099C",-0.37632477382089,7.01920224660723,0.00022331222578322,0.000781394701336082
"YOR022C",-0.601178869436685,5.11302622430473,0.00022372967485784,0.000782392722301324
"YOL025W",-0.692400568855788,5.02091174956636,0.000224052037101665,0.000783057237761697
"YHR016C",-0.423076265229603,7.20751055767524,0.000224402117802023,0.000783711954048935
"YBR055C",-0.69458666565932,5.79597691018623,0.000224504269412362,0.000783711954048935
"YDR123C",-0.887775800617532,4.87333930535119,0.000230601883024727,0.000804523196849828
"YOR272W",0.669468282969311,5.94197038532544,0.000231720145832335,0.000807948204413629
"YGL172W",-0.40780533173431,6.93062753501985,0.000234427406514875,0.000816906339427864
"YMR012W",0.329283550123588,8.10278917704403,0.000234999012175734,0.000818416218389535
"YPL012W",1.14463330212765,6.1897600846715,0.000235465921844716,0.000819559917385404
"YDL044C",-0.775971183067717,4.35291434218181,0.000236350124609713,0.000822153843219091
"YEL043W",-0.374265515562972,7.09643264188249,0.000236696460224111,0.000822874826760321
"YOR064C",-0.822361669183459,4.65864556054295,0.000238651412168176,0.000829184031590778
"YOR231W",-0.559010230723846,6.07054557562877,0.000239094050513697,0.000830234446531424
"YEL017W",-0.448643691503588,5.97020185575672,0.000240665503938303,0.000835201047978263
"YDR480W",-0.600556674978792,5.32227745644641,0.000242042536782554,0.000839176466972124
"YNR075W",0.90719980709585,4.0466416730159,0.00024219136772992,0.000839176466972124
"YPL240C",0.427033814483174,7.28543376073043,0.000242236505930098,0.000839176466972124
"YML124C",-0.310759411437927,8.23647189752717,0.000243775097342912,0.000844012434744303
"YDL206W",-0.786438403848563,5.53632689472375,0.000244090714699532,0.000844610970103586
"YDL063C",1.20450322708603,4.28651100370307,0.000246242980907377,0.000851560326141993
"YNL225C",-1.04980021217912,5.28114465598541,0.000246968335893163,0.000853569885210189
"YDR165W",0.783125140129114,5.71734770853697,0.000247571796822592,0.000855156054757312
"YFR016C",-0.423027247548837,7.23809837143586,0.000248181218116651,0.000856760949589394
"YDL078C",-0.320395859751883,8.00404296084674,0.000249204568501815,0.000859792088527837
"YOR326W",-0.380332983814619,8.0223927134682,0.00024963076856786,0.00086076063963638
"YML029W",-0.435172379399606,6.44314639253216,0.000250889276099361,0.000864219261850152
"YKL146W",-0.394353983114368,7.13704555980849,0.000250925923924043,0.000864219261850152
"YIL076W",-0.354106444155342,7.61929659305502,0.000251759705401035,0.000866586490318745
"YGL100W",-0.409983501544355,6.67619174203124,0.000251925417186603,0.000866652728775076
"YGL136C",-0.697131922995816,4.72219775619133,0.00025390438075252,0.000872953062703465
"YLR244C",0.515594444319662,7.8385071139119,0.000255270440760541,0.000877140068513425
"YLL028W",0.536193634630667,5.84997035852941,0.000259057613609674,0.000889636622013025
"YGR141W",-0.41490258960082,6.36865006285665,0.000259637159545071,0.000890908165910561
"YER014W",-0.585561456971059,5.77667011461784,0.000259729015750502,0.000890908165910561
"YPR093C",-0.534660741474674,5.97319200089259,0.000260100537104432,0.000891665630386399
"YGR038C-B",2.72861726573557,7.19030255948711,0.000261371753371592,0.000895504727677887
"YMR115W",-0.567655943997376,5.81670447900153,0.000262013335578103,0.000897183395032197
"YNL301C",0.512894969090623,7.45740067429636,0.000262992361716778,0.000900014924394549
"YPL116W",-0.499806272207824,6.24841539081458,0.00026445193637469,0.000904486767357827
"YML048W",-0.345939897684406,8.436535702386,0.000265475607448528,0.000907463413791417
"YDR090C",-0.469784180803839,5.85865075726898,0.000268102677972854,0.000915914287277932
"YHR070W",0.47708573695212,5.63953314216405,0.000268601766917546,0.000917089818148366
"YML052W",-0.387950032573408,7.33239162495114,0.00027035256139842,0.000922535239789187
"YBR189W",0.320657360323849,10.4859877156108,0.000272440783032201,0.00092912513729195
"YPR016C",0.437239687104614,7.95355231856165,0.000273765607476421,0.000933105472026487
"YJR096W",-0.470050578934568,6.53648728377814,0.000274676107803665,0.000935669850244264
"YOR362C",-0.317830375572203,8.68669752687692,0.000274960279439681,0.000936098949047521
"YKL196C",-0.335445726040493,7.54556298578107,0.000275428042517153,0.000937152229772279
"YML054C",-0.739893406069699,4.60620813613953,0.00027724780054797,0.000942801859679506
"YLR270W",-0.422030070756965,6.73240707209397,0.00027808134218391,0.000945093223263754
"YDR530C",-0.435937958716173,6.77133126232846,0.000279581414049035,0.000949645939683203
"YMR155W",-0.556842962797096,5.73280717797942,0.000279809512402318,0.000949875435963577
"YDR174W",-0.354275387834579,8.10739396696226,0.000280023425839607,0.000950056542828529
"YDR361C",0.663676106466446,5.61431572911489,0.000281998237592261,0.000956208350620863
"YLR100W",-0.330799364341312,7.63294548987999,0.000284999889537234,0.000965832958987291
"YPL180W",-0.501468652197243,6.07533013866007,0.000288566940467237,0.000977361526470886
"YKR104W",-1.34531326996167,3.00632446639591,0.00029468066822346,0.000997497433568772
"YMR035W",-0.582606183255026,5.25078807400834,0.000298196984312277,0.00100882307385691
"YPR155C",-0.636329240774673,5.70365602458716,0.000301309946678476,0.00101877197399802
"YGR205W",-0.484238379814003,6.23554359406767,0.000302580194521121,0.00102248258765361
"YMR054W",-0.333297474351624,7.86461356726708,0.000304566542788719,0.00102860743931555
"YLR212C",-0.490327939604279,5.54524684889758,0.000305239769318243,0.00103029304909073
"YOR103C",-0.561520006640874,5.83477340183393,0.000308124667876932,0.00103943766238758
"YNL231C",0.591908463026118,6.78962834477569,0.000309204184288421,0.00104248499056102
"YKR031C",-0.38731301490935,6.63818093358559,0.000309750676953923,0.00104373277650135
"YCR042C",-0.444942286484089,6.8203125926457,0.000313710515865414,0.001056474173236
"YDL115C",-0.519021143855646,5.96565360151391,0.000314031652176813,0.00105695408755984
"YLR077W",-0.438156202056513,6.43094811931734,0.00031475838398792,0.00105879781583657
"YHR195W",-0.401560997373405,7.08480480695718,0.000316245388239137,0.00106285311989862
"YDR145W",-0.370036475560276,7.22718308331339,0.000316323194886169,0.00106285311989862
"YDR385W",0.255276192770874,11.5837386635115,0.000317120487952213,0.00106492731396892
"YGL174W",-0.752069240378514,4.64445187551265,0.00031790598471185,0.00106695956411799
"YFL024C",-0.432766027218681,6.44846750982817,0.000319339248002771,0.00107116231883923
"YDR027C",-0.425737161735182,6.4541956921431,0.000320375252695439,0.00107402853835632
"YOL097C",0.333388117676831,7.96544121601613,0.000320793559884449,0.00107482191043957
"YNL322C",-0.477046859888621,8.10708774335931,0.000321280938520162,0.00107584567811194
"YOR138C",-0.390562106709952,7.04434114904053,0.00032551641929017,0.0010894121340158
"YLR206W",-0.340601253687202,8.24478715023649,0.000331035970495957,0.00110725824614165
"YIR018W",-0.75244338818304,4.58398577759035,0.000331733553085897,0.00110896465175664
"YHR088W",0.983985916741983,4.98417113966393,0.000332167996334447,0.00110978996855501
"YKL064W",-0.29831071448267,7.92619337397289,0.000334121905092318,0.00111563982360971
"YHR208W",0.264809338114091,9.18711078882549,0.00033429599581883,0.00111563982360971
"YIL122W",-0.591902831935493,5.80242005564563,0.000334541772122457,0.00111583070216943
"YGL048C",-0.303649174976077,8.41811244153815,0.00033640077435042,0.00112139908835574
"YER104W",-0.935102607703948,3.77400461328199,0.00033745796157823,0.00112428984158693
"YMR107W",-1.54115052593262,2.80456797652839,0.000337718558583726,0.00112452487965105
"YNL091W",-0.325407369962435,7.86582205872332,0.000338424773780064,0.00112624262455379
"YBR105C",-0.512708390728095,6.72441556092248,0.00033975379396082,0.00113002990380336
"YOL113W",-0.40127664352082,6.94389753418053,0.000345351667668244,0.00114800326831067
"YGR046W",-0.513445070621153,5.87826249838469,0.000345832937658955,0.00114833038739865
"YOR004W",0.875923648626647,4.95669407237792,0.000345838220440154,0.00114833038739865
"YBR138C",-0.706975820436772,4.84159269143025,0.000352516721527977,0.0011698493781722
"YER014C-A",-0.900451933907083,4.52215038545713,0.000353545365050842,0.00117247722402969
"YKR090W",-0.405277852702268,6.37420601838633,0.000353704891818994,0.00117247722402969
"YLR104W",-0.565379256027023,5.49963379048246,0.000356774045012382,0.00118091442010049
"YDR147W",-0.658109423244822,5.28493417478672,0.000356848115967806,0.00118091442010049
"YKR091W",0.428889749509875,6.9377575891459,0.000356848907071097,0.00118091442010049
"YPL168W",-0.62877340780037,5.47634030463121,0.000359459541128257,0.00118888882328446
"YPL161C",-0.663192083084249,5.33293945657433,0.000362314399411333,0.00119766162084741
"YPR033C",-0.307121270231335,8.33658128986497,0.000363020953147378,0.00119932718021945
"YMR217W",0.395966192842977,8.6776169968018,0.000365857172632517,0.00120802281834074
"YDR261C-C",-5.56643945913471,2.06203063533893,0.000367809400988499,0.00121379153689289
"YGR023W",-0.457260341710218,6.77259290762608,0.000369084953205607,0.00121732200006554
"YKL022C",-0.461377498661722,5.6833816304782,0.000372074911484461,0.00122649986142259
"YLR426W",-0.464432113479257,5.66662421148732,0.000372517626007317,0.00122727549726353
"YOL004W",-0.292748969676025,8.09133579509902,0.000372867331954515,0.00122774401957422
"YER177W",-0.302165129490317,10.172003511168,0.000373453041106696,0.00122898867865869
"YJR054W",-0.624697867383503,5.26051828777348,0.00037830784506611,0.00124427321804123
"YMR144W",-0.744412654704383,4.87777269215516,0.000378713491501244,0.00124491540511826
"YPR154W",-0.528129029125443,6.62598750512878,0.000380962387635249,0.00125161268608427
"YDR182W",-0.457569243438664,6.94739778243468,0.000389384208394221,0.00127857178749645
"YOR321W",-0.404949290707482,6.66287444372652,0.000391308364027356,0.0012841772545479
"YER021W",-0.424407530818178,7.89049195887934,0.000391837563532097,0.00128490739335905
"YNR013C",-0.319584901230527,7.63423191724389,0.000391965158866499,0.00128490739335905
"YDL216C",-0.542896572097751,5.30238787027146,0.00039451355298447,0.00129254523422431
"YCR050C",-0.563293056766159,5.44548631260516,0.000397001241820001,0.00129997584274983
"YBR057C",-0.490874865398235,6.53313226149687,0.000400330268690742,0.00131015165920526
"YMR020W",-0.437353313184156,6.5205928637021,0.000400650715126542,0.00131047555633154
"YFL005W",-0.313277951478922,7.82109268402204,0.000407542733887455,0.00133186409615079
"YGL080W",-0.758054436355622,6.10567110234764,0.000407639999683806,0.00133186409615079
"YDR383C",-0.75839697910164,5.003538390804,0.000408309798963191,0.00133331626957241
"YNL062C",1.02323822103258,4.96213305770364,0.000409209017448849,0.00133551558535292
"YPL070W",-0.462809544003034,6.77544494189819,0.000411791132487709,0.00134320183623471
"YPR024W",-0.351409007710933,7.35037138570164,0.000414322650948079,0.00135039428877604
"YNR003C",0.618134917107758,5.14779088259231,0.0004145118940973,0.00135039428877604
"YKL140W",-0.350793832298581,6.95067820795286,0.000414680821819513,0.00135039428877604
"YOR228C",-0.530521327490461,5.15438637473181,0.000416793036487954,0.00135652607090166
"YDL095W",-0.319827588224111,8.15171034108437,0.000417142022116297,0.00135691552768671
"YOR281C",-0.494010997336144,6.62290683224235,0.000419622519735815,0.00136423431278946
"YNL031C",-0.514564513508637,9.70411494824047,0.000420546523027676,0.0013664875215567
"YBR150C",-0.456113480985943,6.27515556616332,0.000427438489739392,0.00138811939834686
"YML038C",-0.542025427429268,6.69525983171521,0.000432703869448263,0.00140444805020591
"YFL017W-A",-0.693769558594339,4.47184661905737,0.000433856553784427,0.00140741734031933
"YGR026W",-0.374570974875769,7.27196736650723,0.000437128714909926,0.00141687139071698
"YKL216W",0.315125678331056,9.09321053518403,0.000437249815691938,0.00141687139071698
"YLR395C",-0.445287859054954,5.84358753767356,0.000438874543109955,0.00142135778411692
"YMR181C",-0.495616376233206,6.31374767012218,0.000443162330287841,0.00143445924962427
"YCR019W",-0.587885165546837,5.01277435413158,0.000449783132848471,0.00145509392950487
"YDR443C",-0.46353862062975,6.1538298511165,0.000450539099474575,0.00145674308830112
"YGL123W",0.243261215454355,11.4800375834222,0.000455814145699619,0.00147299415625595
"YIL074C",-0.463638533209361,7.87621912877063,0.000456567561859909,0.00147462350629098
"YMR284W",-0.637804336193956,5.33511708546831,0.000458128327644318,0.00147885723659107
"YKR087C",-0.56009860299518,5.5939341126092,0.00045981441684797,0.00148301361113864
"YJL185C",-0.785353026581422,4.49129491201435,0.000459917183782222,0.00148301361113864
"YIL177C",-5.47887761998128,1.91496765159834,0.000460398360761494,0.00148375659075477
"YHR075C",-0.687223751986852,4.7085352336872,0.000467222235365045,0.00150492866992649
"YOR237W",-0.756848749130027,4.31402428608397,0.000470278474359784,0.00151394871207119
"YFL046W",-0.56007870836004,5.54304210812452,0.000471757592644719,0.00151788454359913
"YJL163C",-0.457207207449423,6.40800120591608,0.000472508642321209,0.00151947480250793
"YDL149W",-0.46709903169496,5.64164993107197,0.000474234659892038,0.00152345363835398
"YFR031C",-0.582592744003665,6.27970328226793,0.000474260875755963,0.00152345363835398
"YPR005C",-0.677920176769366,5.02839251798567,0.00047844058023569,0.00153604607338827
"YLR210W",-0.755105584696763,4.41301459734039,0.000481829747034467,0.00154608818503413
"YPR188C",-0.549973015713653,5.36937165463809,0.000484457590394704,0.0015536778115802
"YHR169W",1.03878706801673,4.80422754593092,0.000485491312287735,0.00155580500874184
"YGR125W",-0.39188440943286,6.53225382292058,0.000485705091425139,0.00155580500874184
"YPR043W",0.27754181132359,10.196725811356,0.000485909693451906,0.00155580500874184
"YJL140W",-0.361410252130675,7.12694620428235,0.000486682421607209,0.00155743639191447
"YNL159C",-0.428899540102343,5.97820138245684,0.00048758779491021,0.00155949026080201
"YHR082C",-0.303550603015514,7.65679382209993,0.000488856483090181,0.00156270330115862
"YKL160W",-0.344962411540112,7.25420368521874,0.000497385498274623,0.0015891090676517
"YLR073C",1.53498284385349,2.56529653571217,0.000497820881359783,0.00158964174582074
"YDR091C",0.700695304054765,6.45100703266768,0.000499092589681178,0.00159284296286059
"YDR316W-B",3.96648379388258,4.61706085811947,0.000500655320045314,0.0015969690181715
"YIL015W",0.630738959338731,5.54645856061859,0.000501944744311622,0.00160021931685984
"YMR018W",-1.21006811422225,3.15932989113194,0.000508050210595828,0.0016188115757111
"YNL145W",1.02434556988807,6.10907742295097,0.000510484558476798,0.00162569275161852
"YDR213W",0.582164831309834,6.06124848372347,0.000514554583122522,0.00163777271023989
"YGR184C",-0.327867197021541,7.35430972605719,0.000517759726691171,0.00164622952467274
"YLR126C",-0.576818826852941,5.42373779554704,0.000517767981310793,0.00164622952467274
"YAL032C",-0.444690306147435,6.22828651250354,0.000519714560357123,0.00165153117810585
"YLR323C",-0.752423976224737,4.52275330283037,0.000521861476170249,0.00165746342163144
"YJL013C",-0.580666208905667,5.6790452900402,0.000523923754807253,0.00166240939525475
"YBR079C",0.464912661084141,8.60020249905335,0.000523980652720991,0.00166240939525475
"YML018C",0.470918996353873,6.13228442257759,0.00052544739969827,0.001665596006098
"YCL045C",-0.31677465182943,7.98871932334415,0.000525548038429098,0.001665596006098
"YLR415C",-1.81390660649767,2.30950866353403,0.00052741121803915,0.00167060609054478
"YGR231C",-0.323245584827056,7.83569914695401,0.000532828545846328,0.00168686276392334
"YMR270C",-0.528228982101249,5.74178491487618,0.000535570908115565,0.00169463800177529
"YGR007W",-0.368202326463462,7.06858733647419,0.000536369663278751,0.00169625830979175
"YNL221C",0.507947644128073,6.27270862443482,0.000541616976140984,0.00171193784606101
"YBR103W",-0.458051557320101,6.14621373776635,0.000543225049642299,0.00171527021257953
"YDR113C",-0.532790598456937,5.52861835594666,0.000543251035723176,0.00171527021257953
"YIR012W",0.382274135528644,6.78036990413779,0.000544631249726525,0.00171871098913699
"YOR341W",0.513117586657996,7.80083206715289,0.000548155280735024,0.00172890980602832
"YNL067W",0.314952908367645,8.67457893159886,0.000550907469045759,0.00173666462138719
"YDR541C",-0.532775940404878,5.38391661596365,0.000551594402691984,0.00173699634826003
"YDR386W",-0.628470954264579,4.85792748979581,0.000551599820581477,0.00173699634826003
"YLR289W",-0.714436946614614,4.7803932569049,0.000555695417351614,0.00174896265131356
"YOR071C",-0.458152390477789,5.67120106043983,0.000564721867860228,0.00177642705588994
"YGR033C",-0.611622146500907,6.19566368059926,0.000580695766831593,0.00182570502249869
"YDL225W",-0.429648391522689,6.51265529849428,0.000587133777057483,0.00184496577740262
"YDR424C",-0.487095913431727,5.8924203045906,0.000587771801355498,0.00184522212816727
"YJL178C",-0.407920080007266,6.98685427697861,0.000587952015815,0.00184522212816727
"YBR081C",-0.444126657393379,6.38849976918298,0.000588150909873833,0.00184522212816727
"YLR454W",-0.381586037113422,6.58570393162217,0.000591693909965378,0.00185535392965826
"YBL049W",-1.03399624283171,3.72920921761809,0.000594950050199188,0.00186457597829904
"YER013W",-0.583488178089519,5.71017065502701,0.000595715018195742,0.00186598505170154
"YMR311C",-0.314781624315206,7.92269515625993,0.000602905299039995,0.00188750828276172
"YER164W",-0.361951170825066,7.0715414766166,0.000603536538541011,0.00188848529801542
"YGR243W",-0.611953936783339,6.67112937028818,0.000604640237447691,0.00189093883984037
"YKR001C",-0.287404019794118,7.91549082536192,0.000606015937358869,0.0018942399901492
"YKL208W",-0.641255384472152,4.82042704800431,0.000611178453982233,0.00190842897707364
"YLR085C",-0.472166601347165,6.01969895079345,0.000611200424464178,0.00190842897707364
"YBR201W",-0.577543544382681,5.31349234201423,0.000613139323895092,0.00191347330141733
"YJL020C",-0.442764962389241,8.1121977699387,0.000613884664283931,0.00191478943519664
"YPL071C",-0.604442141962337,5.26942494291522,0.000615111785755095,0.00191760613082871
"YJL187C",-0.484004627850572,5.96191074516807,0.000615854448363191,0.00191891035859136
"YJR094C",-0.997524760291266,3.97063967522393,0.000617295809151003,0.00192238910670868
"YML082W",0.723445240277716,5.70040081691727,0.000617961147238114,0.00192344876812621
"YGL106W",-0.324496221535044,7.83679763365055,0.000619001659276825,0.00192479461340817
"YBR003W",-0.419490260286921,6.53635056601293,0.000619044135426016,0.00192479461340817
"YNR046W",0.472739679166134,6.08470953207558,0.000622559187435055,0.00193470730675064
"YNL147W",-0.64258379314593,6.03158159417406,0.000622892511746146,0.00193472702992228
"YNR074C",-0.480697768547041,5.62517221857407,0.000625305572625037,0.00194120308143879
"YKL042W",-0.754017294837323,5.10686629997292,0.000629659278017543,0.00195369373257986
"YIL043C",-0.305702045344027,8.6933196383387,0.000636986461867293,0.00197539250255177
"YLR430W",-0.37364147148332,7.31190863448411,0.00064003345229683,0.00198380195769531
"YGL130W",-0.48779506326431,6.11136044149222,0.000641529528959773,0.00198739802243716
"YMR316W",0.473144658167624,6.37117428049822,0.000645171964042282,0.00199763606030256
"YJL070C",-0.445238375539141,5.96145151571393,0.000645563440785514,0.00199780276105015
"YBL075C",-0.433798467524483,5.55453496349297,0.000646692680557203,0.00200025122365759
"YKL197C",-0.459555699257124,5.57729797125925,0.000652362491761371,0.00201673399360085
"YLR134W",-0.621368768288512,5.02646524278243,0.00065376072006193,0.00202000113869788
"YMR208W",-0.385032966290668,6.88788097760831,0.000661112925968976,0.00204099291787664
"YHL040C",0.455567679658548,5.73248605112466,0.000661244452183457,0.00204099291787664
"YDL045C",-0.444300983086493,6.01895573463643,0.000664220741620809,0.00204911059862895
"YDR068W",-0.416317456550176,6.41880718032168,0.000673431130556859,0.00207644189656328
"YDR351W",-0.584137411394516,6.40688230495309,0.000674981634670786,0.00208013871476408
"YDR107C",-0.450168714843844,5.57624302353686,0.000679441951832833,0.0020927943930218
"YPR051W",-0.407725438038878,6.13991948771276,0.000679912591554333,0.00209315442467585
"YER147C",-0.431828358539217,5.82196972654362,0.000684687125236502,0.00210675700469287
"YMR102C",0.656822394752192,7.15169865381943,0.000687459683720346,0.00211418864270961
"YDL090C",-0.509641649448156,5.67053091140325,0.000694286875737297,0.00213407555518836
"YOR229W",-0.549868112823334,5.39894489689399,0.000695445318034973,0.00213550236624043
"YMR098C",-0.611522020365433,5.1880222046597,0.000695472884864847,0.00213550236624043
"YJR130C",-0.536883595876848,6.42213309789233,0.00069672902767702,0.00213824982197351
"YNL314W",-0.611217905778585,4.96576252390282,0.000700615836640943,0.00214906371456944
"YGL261C",-4.11849373184807,1.2797134027965,0.000707884514649526,0.00217023454568976
"YBL029W",-0.537272690261917,5.40980885341279,0.000713272840938631,0.00218562164672909
"YMR116C",0.245733367402368,11.4727269647451,0.000716111839580607,0.00219318517329112
"YIL062C",-0.377575558156525,7.7114619625502,0.000720516970918697,0.00220553487683701
"YGR152C",-0.507861716918259,6.20689493344757,0.000721826918544202,0.00220785330683042
"YBR255C-A",-0.738752287413074,5.01574578630094,0.000722020643690528,0.00220785330683042
"YOR011W",-0.544439757565659,5.76173005015297,0.000724091545812229,0.00221304218831145
"YDL040C",-0.37903262207341,7.32839414155054,0.000730535781287315,0.00223158503762367
"YBR253W",-0.545801446314151,5.64915791091309,0.000735596419080301,0.00224588442296086
"YGL236C",0.560056870771627,5.2619649094176,0.000741106257467531,0.00226153982745507
"YIL165C",-0.722422158390281,4.97525656163736,0.000741883121089826,0.00226274351932397
"YNL101W",-0.508438530912181,6.26053125438831,0.000742487548526218,0.00226342031150419
"YPL162C",-0.521164921875595,5.11750195747461,0.000748906265975721,0.00228181172800121
"YBL052C",-0.564905304150526,6.09118757204405,0.000751855396108981,0.00228961831125931
"YPR147C",-0.499424447782052,5.82160528180888,0.000753110502233624,0.00229226072104751
"YIL115C",-0.35813723129015,7.34912102464206,0.000754230308001839,0.00229448880845598
"YBR048W",0.285062372270274,9.91891395929638,0.00075938465133644,0.00230898200511702
"YDR085C",0.419629159014663,6.3393672667718,0.000759965973098942,0.00230956274413274
"YER059W",-0.440213429351129,6.40682542957271,0.000768484557087125,0.00233425211718918
"YOR239W",-0.40673613382936,7.74671229544614,0.000770403027819678,0.00233887876634635
"YLR449W",0.330167781008528,7.8886206360888,0.000777193542458465,0.00235828420037268
"YPR133C",-0.38333368692572,7.22943607618033,0.000778412769699447,0.00236077312061078
"YBL060W",-0.622868449048385,5.38576835548347,0.000782344058050697,0.00237148042596617
"YNL144C",0.453679686582846,7.23471266839066,0.000786661390298032,0.00238309589282949
"YKL185W",0.372000277779431,6.98813609893985,0.000786981472805278,0.00238309589282949
"YIL167W",-0.769885160817406,4.50413055943969,0.000791581076709461,0.00239579807206644
"YML053C",-0.555335313484334,5.96520325227289,0.00079846626302629,0.00241540126703812
"YLL034C",0.74862126385181,5.4399142691883,0.000801358156147977,0.00242291068468451
"YKL013C",-0.343193537911473,7.30190470519847,0.000811650118906976,0.00245277515504217
"YDR247W",0.424929794777615,6.02312717055009,0.000813589436784718,0.00245738065209555
"YAL044W-A",-0.6363053666163,5.39678492640626,0.000814238173762535,0.00245808534395557
"YLR237W",-0.467549415411838,5.67560770893935,0.000816184474672402,0.00246270450618899
"YKL186C",-0.445936390855109,6.27134233803725,0.000818392962985873,0.00246760366044665
"YKL023W",-0.488294433625977,5.99125825529278,0.000818642214881997,0.00246760366044665
"YDL143W",0.274941449129695,8.40590910945326,0.000823550711980069,0.00248105224244416
"YKR014C",-0.314377395773242,7.4364858196677,0.000823942480379039,0.00248105224244416
"YIL102C-A",-1.06513963351801,3.42635241949601,0.000827339181511284,0.00249001319277837
"YBR019C",-0.886467509985624,4.15584497875228,0.000835246174664243,0.00251253259557109
"YJR048W",0.871433284775459,4.05924710477762,0.000843581086082065,0.00253631569428231
"YPL022W",-0.331538196549515,6.75569410162476,0.000846579876453801,0.00254403917164913
"YDL233W",-0.435001846944339,5.78149713493047,0.000848079084459251,0.00254725073235807
"YMR164C",-0.459112473770148,5.55328657938327,0.000852999687728702,0.00256073016351635
"YIL095W",-0.546408776641956,5.78660531350623,0.000859610979996332,0.00257926884819386
"YNL040W",0.77288204480285,4.7344885501913,0.000865613985270684,0.00259596449612095
"YLR420W",0.340579671109106,6.98910605899348,0.000871597370008423,0.00261258441658553
"YNL306W",-0.390009750255304,6.863880029795,0.000879824827771258,0.00263591063591014
"YOR130C",-0.635216402683715,5.72880693003327,0.000886023965313963,0.00265313957629692
"YLR392C",-0.594086329186545,5.94928759785838,0.000893990728144206,0.00267564144584182
"YGR010W",-0.432723570255998,5.98066882825841,0.000894822261207948,0.00267677619796129
"YNL273W",-0.531329701273538,5.06515680623957,0.000900801340541762,0.00269330042040708
"YOR352W",-0.486902719359185,5.36302623324073,0.000905060078316522,0.00270421516296943
"YIR016W",-0.538572221721178,7.07857566107385,0.000905365935075621,0.00270421516296943
"YAL014C",-0.346257314569408,7.05329142149245,0.000906411276293497,0.0027059715044544
"YNL237W",-0.467512243813827,5.62707794570162,0.000913106649130587,0.002724584993901
"YDR395W",0.556113799732279,6.47867873840217,0.000915404397807888,0.00273006442632524
"YOL138C",-0.449950970226177,6.12744488307826,0.000919092233964415,0.00273968198910199
"YER110C",0.533672244706177,7.68512469502332,0.000921384286592634,0.00274513133120273
"YHR148W",1.03536639667075,4.22565665328378,0.000930246198664097,0.00277013928409434
"YAL043C",-0.353470258123345,6.65508237166044,0.000932913506383235,0.00277668471693642
