"","logFC","logCPM","PValue","FDR"
"YER081W",-3.49030391382969,9.20706772263123,1.49954575724748e-289,8.87281224563336e-286
"YGR234W",3.98829627816607,8.24664553790742,1.96666260180581e-273,5.81837130744249e-270
"YHR215W",4.84100741761382,7.79560321084822,4.06143900297015e-247,7.48680115375998e-244
"YML123C",4.33639147848472,9.0687483192941,5.06121423272603e-247,7.48680115375998e-244
"YOR290C",7.64740692846101,6.20725097639559,1.66975840780216e-223,1.97599209979307e-220
"YER011W",3.77623291563328,7.23820800380332,4.72129360130645e-221,4.65598237315505e-218
"YDR077W",3.0781706722157,11.4178417735141,8.75065819271902e-190,7.39680636090264e-187
"YDR033W",3.29236955575455,8.67942630343309,1.26616005331783e-170,9.364836294352e-168
"YER138C",2.28826457141537,9.87651966222778,2.03964463030352e-146,1.34095303083399e-143
"YHR136C",4.12949529717897,5.40717544512068,1.50024667441482e-122,8.87695957251249e-120
"YOR153W",2.34453973895148,9.5395636029857,1.91993393519173e-120,1.0327499176845e-117
"YAR009C",2.971279608778,9.27469529045019,2.04198965128146e-116,1.00687106388604e-113
"YOL109W",2.14058001184499,8.0594002153293,6.89419231826582e-113,3.13791814978299e-110
"YBR067C",2.53477543972918,8.65404074836536,1.66222947695346e-108,7.02529415366688e-106
"YIL169C",2.68066220757655,7.57109386401245,2.55645269527888e-106,1.00843537319767e-103
"YIL121W",2.50965861129589,6.45623814158961,3.03250887065946e-96,1.12145968673075e-93
"YPR149W",1.72840234096163,8.16258963218375,4.9440490685444e-95,1.72081990226925e-92
"YDR365W-B",2.1753268532806,10.329202317634,3.49895991440726e-93,1.15018587853043e-90
"YBR092C",2.62181710794919,7.03433536388736,6.39919834092198e-80,1.99284508332818e-77
"YLR413W",2.05887668678588,7.98734901722782,4.66768508429136e-79,1.3809346321876e-76
"YPL019C",1.93849550919634,7.65009439391927,4.06892797697387e-77,1.14646889713116e-74
"YBR093C",1.66056606614475,7.0267303183115,2.49953045807807e-73,6.72260078202179e-71
"YJR029W",2.96458292557495,9.34763854678116,7.97120364226984e-73,2.05067878049177e-70
"YMR056C",-2.33156119695395,5.99654934234247,1.4331049074545e-66,3.53320072392011e-64
"YOR348C",-2.79522503967806,5.21802740053759,3.1777697765982e-63,7.52114550725263e-61
"YHR092C",1.92080660902982,9.74744119553475,1.46664804968344e-60,3.33775250383728e-58
"YER067W",1.90072159538688,8.70032193557497,3.98101379214675e-60,8.72431800301198e-58
"YFR015C",2.49694194359486,9.11242603343797,1.30532665044667e-59,2.75843492524749e-57
"YEL040W",1.28514539889873,8.8741236253784,1.51508704933357e-59,3.0913000244506e-57
"YJR010W",-1.79657129374121,6.54231192410781,2.9475932278087e-53,5.8136363763147e-51
"YHL047C",1.51316685623391,7.52656047554736,8.99562141979866e-53,1.71700296583705e-50
"YKL062W",1.65979684036442,6.96389667458596,9.93983500297729e-52,1.83793761601927e-49
"YDR399W",1.56669640537375,7.23864886802566,4.11566112070578e-51,7.37950510642913e-49
"YOR273C",1.55786235977945,7.6635387047568,5.57169707424429e-51,9.69639164361866e-49
"YBR070C",-2.05060717342239,5.60494426486348,6.7914513764212e-51,1.14814336555098e-48
"YJL077C",-1.9988704389969,5.70538594897663,7.32225053703195e-51,1.2034932341005e-48
"YLR350W",-1.06858858677219,8.89909711256687,1.55930678466117e-49,2.49362655265949e-47
"R0030W",-1.19890243954293,9.103120957081,4.49913180993639e-49,7.00562182089306e-47
"YHR219W",-1.11172595360534,9.6372475714959,6.81965199687826e-48,1.03466361193663e-45
"YBL005W-A",-8.33115371324318,4.19422510037861,1.24173374470509e-47,1.83683464185501e-45
"YOL155C",1.80525413980085,8.02150308036665,1.76197526195817e-47,2.54283112805036e-45
"YPL257W-A",-6.98053060618718,4.81292709196466,1.59109382343e-46,2.17740623229345e-44
"YLR157C-A",-6.98053231356681,4.81292709196466,1.60876034894884e-46,2.17740623229345e-44
"YER137C-A",-6.98053602918769,4.81292709196466,1.64788301815811e-46,2.17740623229345e-44
"YDR365W-A",-6.98053678556298,4.81292709196466,1.65596215063724e-46,2.17740623229345e-44
"YDR406W",1.4358271574764,7.29013360359299,4.21315689574807e-46,5.4194020330742e-44
"YFR055W",1.61959421425117,6.84795777722089,8.28202044206459e-44,1.04265350969566e-41
"YER190C-B",-1.61784798713791,7.51566567402479,1.15896333101983e-43,1.4286637561759e-41
"YHR174W",0.941032041707386,13.965609220903,1.84220780881414e-42,2.2245599193374e-40
"YDR342C",2.70413039155793,10.7647693585002,1.04065894675404e-41,1.23151579758874e-39
"YNL284C-A",-5.53073805076872,4.74494454490967,1.0903022676982e-41,1.26496441528828e-39
"YER042W",-1.68904067133365,5.98778821084628,1.57440101737863e-41,1.79148669612103e-39
"YDL039C",2.74967470407857,7.21165384886812,2.87237017990778e-41,3.20675742538006e-39
"R0020C",-0.965621530922179,10.0954544720459,8.19674687210464e-41,8.98150948930429e-39
"YLR108C",-2.22453884125919,5.97835118118388,5.73077025319521e-40,6.16526683421019e-38
"YBR230W-A",-1.75453869730411,6.10387169443287,6.71850348644904e-40,7.09881877309267e-38
"YER001W",1.81305931893979,5.95899266865882,1.4083572717499e-39,1.46197368016564e-37
"YPL163C",1.22989865544458,7.23358378405861,9.48788430450928e-39,9.67927783272094e-37
"YLR227W-B",2.55771886040166,8.39986132505987,1.76996421709184e-38,1.77506411398854e-36
"YDR044W",1.38724469573287,7.73577259801632,1.86388219552166e-38,1.83809849181695e-36
"YEL044W",-1.33815981533372,7.25525140934474,2.43730587222693e-38,2.36418669606012e-36
"R0010W",-1.07467155982636,10.0627962640092,3.37403602465747e-38,3.22002760611262e-36
"YKR039W",-2.14958704951505,7.04272602816218,7.99481145661888e-38,7.50877768076411e-36
"YLR348C",-1.04952807234038,8.13127812763985,5.13672752136932e-37,4.74906511624098e-35
"YCR021C",2.01352118641951,6.04043492087041,1.09573773030229e-36,9.97458484645945e-35
"YIL117C",-1.40481010189663,7.39478699722136,3.02447769973168e-36,2.71149008322914e-34
"YPR124W",1.00724756801727,8.34335008054027,3.46602427690697e-36,3.06096502185948e-34
"YDR452W",-0.986056181870002,8.08729976680074,3.62829439248633e-36,3.15714969416788e-34
"YJL012C",1.15785666892599,8.05160569362546,4.0211634910935e-35,3.44829338794206e-33
"YLR155C",-1.1879918634398,7.91197771248624,7.23370840535921e-35,6.05741762841966e-33
"YLR157C",-1.18799022533841,7.91197771248624,7.32521628539628e-35,6.05741762841966e-33
"YLR158C",-1.18798816765016,7.91197771248624,7.44179741947439e-35,6.05741762841966e-33
"YLR160C",-1.18798761820913,7.91197771248624,7.47323790560479e-35,6.05741762841966e-33
"YDR055W",1.5074209277635,7.33943082474947,1.1007299942519e-34,8.80137753511961e-33
"YEL071W",-1.4147656048176,8.67473172584568,1.84211056620597e-34,1.45330242936543e-32
"YGL028C",1.27302098953804,6.45656990064734,3.44597018489111e-34,2.68286915578956e-32
"YMR006C",1.357588954405,7.06500708747763,7.31834437327749e-34,5.62371995541336e-32
"YDR216W",-1.69424742689512,6.61436669583558,2.72814496800318e-33,2.06954279175318e-31
"YHR216W",0.986432232097365,8.11500190640873,3.82268177981283e-33,2.86314026470285e-31
"YER053C",1.12346273394879,7.34197201115032,1.0827782121483e-32,8.00849835160188e-31
"YHL020C",-1.10692309213206,7.48925489088776,1.38519596269579e-32,1.01187710015691e-30
"YOR227W",-1.36265477744642,7.49971093788526,1.57335416979675e-32,1.13530934423017e-30
"YFL054C",-1.92142595832245,7.15802420360455,1.67907814374107e-32,1.197000647773e-30
"YLR300W",0.983942223382574,8.95334838386058,2.00715504198799e-32,1.4138495694575e-30
"YMR244C-A",-1.50583055616788,5.77907926597313,2.69188084380618e-32,1.87386575915308e-30
"YDL229W",0.730545950642217,11.3870798809368,4.68706132442247e-32,3.22480719262881e-30
"YGR027W-B",2.33410121111634,8.43148199682508,5.76330475171346e-32,3.91970967998719e-30
"YDL182W",1.12336881484465,8.18827305518313,1.31924251798687e-31,8.87040679423675e-30
"YBR244W",2.13595741020804,4.7270638248328,1.63069394929159e-31,1.08413664022004e-29
"YKL109W",1.51153193889407,7.36514341069423,3.5305971266204e-31,2.30949650092823e-29
"YMR280C",-1.60329022679097,6.21482958267739,3.5518705692829e-31,2.30949650092823e-29
"YHL050C",-1.86695732504021,6.97021877007114,1.3500554499098e-30,8.68291097512638e-29
"YOL158C",1.43699367595391,7.683294316644,1.39808025188128e-30,8.89509768858231e-29
"YLR151C",-1.7086787908673,5.63702677322618,1.42306218827919e-30,8.95772230643398e-29
"YDR111C",-1.41457551426001,6.72295005219681,1.64420513307683e-30,1.02408018657006e-28
"YIR039C",-1.53063172145688,5.86847824787579,3.80185941850602e-30,2.3432918936771e-28
"YER072W",1.03215343926681,8.14001060010713,8.12089184944921e-30,4.95374402816402e-28
"YKL182W",0.788169766981329,9.57186630095588,1.15082993499718e-29,6.94842931161054e-28
"YMR272C",1.04388954444183,7.31816842874665,1.34445984102223e-29,8.03552412053388e-28
"YAL061W",1.81617848956028,7.37329077800676,2.08218264533897e-29,1.23202747124707e-27
"YNL160W",1.97956909341456,6.83103775085368,2.10736660710359e-29,1.23458299150811e-27
"YER124C",1.37799196200264,6.19971673225561,2.33869174833758e-29,1.35667049754053e-27
"YNL217W",1.22452753548934,7.22919244986946,2.4074188828251e-29,1.382980342687e-27
"YAR071W",2.92308214114636,6.3050188886248,4.12249978375179e-29,2.34546454042879e-27
"YGR035C",3.23823591135558,5.08813348442925,7.01709087619451e-29,3.9542977823279e-27
"YBR011C",-0.712290284980434,10.2015467457,8.22533243309087e-29,4.59144264213195e-27
"YDL037C",3.0594439560791,4.22542216480624,8.70471184624998e-29,4.81362429852908e-27
"YGL035C",-1.0145941440587,7.92288476069746,1.07729493306764e-28,5.90217973977893e-27
"YMR045C",1.8794398053278,7.71984229753906,2.10930183485855e-28,1.14502192264753e-26
"YHL048W",-1.42667366048308,5.90546737472189,4.76905070689033e-28,2.56531573024273e-26
"YGR096W",-1.60741283198148,5.451781646412,7.39988129955872e-28,3.94460339184585e-26
"R0040C",-0.984931540783372,9.93198323519849,7.60616885670601e-28,4.01836617188656e-26
"YGL255W",1.29898424991787,6.72766433509745,8.27419489333769e-28,4.33260275963532e-26
"YNL300W",1.41325436470036,6.13327519955389,1.80820997149701e-27,9.38524421170859e-26
"YLR050C",-1.16174906076248,6.33615225723205,2.69715920115903e-27,1.387747042892e-25
"YGR138C",1.60358153398981,6.26377774027247,4.07683529110485e-27,2.07953744978167e-25
"YLR332W",-0.909749918372552,8.03969812636547,4.1343438715926e-27,2.09084723830884e-25
"YNR050C",0.922856935247798,7.5063540233883,4.63850137125052e-27,2.32593327234655e-25
"YPR036W-A",-1.11066532884475,8.85811542003561,7.35041173507553e-27,3.65482237281024e-25
"YLL023C",-1.01225682126412,7.36292172687158,9.68945170125714e-27,4.77770714302821e-25
"YDR259C",-2.16330055388264,4.67959671668479,1.0187704467581e-26,4.98187168055178e-25
"YGR161W-C",-1.51386664346861,5.87494511810506,1.84717898084595e-26,8.95881805710286e-25
"YDR011W",0.937965433006577,7.67468097082647,2.05754341249242e-26,9.89795477375417e-25
"YPL015C",-1.10649066135216,6.97100679942794,2.19392144284278e-26,1.04688977236296e-24
"YNL327W",0.913171815369324,8.27582022860557,2.34132609352594e-26,1.10829011963144e-24
"YER056C",1.11703257545157,8.06493891906238,2.42038943894185e-26,1.13662256430309e-24
"YDR059C",-1.5708190737231,5.46786232586919,3.95243480579613e-26,1.84146116109415e-24
"YHR146W",-0.99780800626013,7.82566373987049,1.18121472859841e-25,5.46034964774749e-24
"YLR264W",1.23796828656432,7.11624895788037,1.23655521893954e-25,5.67185831819011e-24
"YOR222W",-1.01497298366915,7.55525434237527,1.55731062080986e-25,7.08815918717844e-24
"YPR015C",-2.32803501546836,4.51914809383774,1.70882665327178e-25,7.71841779191535e-24
"YBL005W-B",2.34507711948967,7.53328845583639,2.63049455582773e-25,1.17913911263884e-23
"YLR250W",-0.959383447137521,7.24101183444798,2.81540397838265e-25,1.2525372436158e-23
"YPR061C",-1.74661618483517,5.27483411288177,3.67944629661516e-25,1.62472266694567e-23
"YPL134C",-1.65994794774882,6.23739712709212,5.75652829588973e-25,2.5230650316133e-23
"YPL095C",1.44306889555143,5.99003249383149,6.42173637523002e-25,2.79392750972324e-23
"YGR087C",-3.34302746132697,3.94842225244039,7.5644458393131e-25,3.26706759351939e-23
"YDL137W",-0.817831075672687,8.59784911745668,1.14060335569126e-24,4.89054351856898e-23
"YBL003C",-0.989990704794477,9.01623602923875,1.23063816161028e-24,5.2386230232e-23
"YLR312C",-1.98526721941698,4.87628894155794,1.58201688752574e-24,6.6862813739213e-23
"YOR328W",-1.29749553677385,5.88117847839894,1.88410801163617e-24,7.90657241478811e-23
"YPR065W",-1.34398505448941,6.36167801570075,2.10417621384209e-24,8.76789482908708e-23
"YBL084C",-1.31763248100372,5.95339964852801,3.13538724530509e-24,1.29734869443848e-22
"YFR030W",-1.29926340080965,6.5850701667884,5.06388115014764e-24,2.08076283093219e-22
"YLL061W",-1.35753756098088,6.65398903953555,5.26028692137192e-24,2.13689987904256e-22
"YDR525W-A",-1.70895061436195,5.36615093661966,5.27272912523598e-24,2.13689987904256e-22
"YBR212W",-0.909275137224919,8.21104968847181,5.61631522404684e-24,2.26066239324389e-22
"YGR189C",-0.922916655724751,9.6415504559854,6.84065945498822e-24,2.73487716183549e-22
"YGR067C",-2.02747232483117,4.79582016843487,7.93033641304281e-24,3.14924835946136e-22
"YPL232W",-0.899416460141653,8.06420857478883,8.08983545142568e-24,3.19117042440572e-22
"YLL060C",-1.41304093970425,5.89693359040701,8.36318332518326e-24,3.27714938643108e-22
"YKL065C",-0.935968382207881,7.90897732929433,8.74473035027596e-24,3.40411641332782e-22
"YOR289W",-1.50275555998807,5.54385698203627,1.12053288184902e-23,4.33345951758213e-22
"YJR078W",-2.55950847834291,4.09308639788247,1.83241775889086e-23,7.04052979179039e-22
"YOR204W",1.00967799583956,6.90184127041467,2.05086954003024e-23,7.82902907636058e-22
"YER037W",1.28155609776528,5.31350546301526,3.09852803810796e-23,1.17525579496698e-21
"YDL022W",0.967761591572358,8.76683840200356,4.68296101173797e-23,1.76490957365946e-21
"YIR042C",-1.84991497856551,4.83892784769501,8.72018602659652e-23,3.26565447590959e-21
"YOL048C",-1.34599314672516,6.24607155271971,9.81293259461152e-23,3.65176868945386e-21
"YER004W",-1.02404539426524,7.76506617539856,1.19442285314796e-22,4.4171250137978e-21
"YML101C",-1.17878386282288,5.79022995444995,1.31952935302789e-22,4.84947526823978e-21
"YLR417W",-1.17945589563362,6.40425744104431,2.27348146860751e-22,8.30382089490779e-21
"YHR143W",0.827533579881606,8.70537645617741,3.05470068598357e-22,1.10887508950704e-20
"YAL038W",0.803143737001822,13.2914871457362,3.44723727547046e-22,1.24373798530236e-20
"YDL173W",-0.895666572278448,7.69708913322757,3.93429466444997e-22,1.41086191088185e-20
"YOL110W",-1.77592285385829,6.59018707944906,4.94346827106833e-22,1.76207841927177e-20
"YPR140W",-1.18967431323795,5.7952224789219,5.74030248068639e-22,2.03385447773781e-20
"YMR191W",-1.44261975481637,6.17334368967735,1.19053152777867e-21,4.19308038682524e-20
"YGR110W",-2.34761933207472,4.31452046277451,1.56698277522735e-21,5.48629413078121e-20
"YDR261C-D",3.77634076865671,4.88173657765687,1.84927968564913e-21,6.43658111763875e-20
"YHR142W",-0.932054483834305,7.0393302989614,2.33874878977985e-21,8.09261788837859e-20
"YBL044W",-3.18216620762285,3.54250612878191,4.2667673790228e-21,1.46781759195802e-19
"YKL043W",0.898853904076436,7.26449292228096,4.58364829204495e-21,1.5677136961867e-19
"YLR356W",-1.68688479844699,5.96748777605131,4.64161361206156e-21,1.57841538750392e-19
"YCL064C",0.896198175056823,8.28953292116338,5.0597985321492e-21,1.71079016655582e-19
"YKL141W",-1.07803448625748,7.09615286759405,5.14439320781559e-21,1.72950992105937e-19
"YHR214C-B",2.5537986065432,7.91884293366434,7.24608989326016e-21,2.42232281911979e-19
"YIL046W",-1.01373239346804,6.849146137801,7.42900684291578e-21,2.45601481535593e-19
"YLR258W",1.57771919414501,8.59927596622858,7.42989102499089e-21,2.45601481535593e-19
"YGL168W",-1.10394796128927,6.19957523025511,1.10883074532752e-20,3.64497306672384e-19
"YGL062W",-1.0464084281948,8.02818753490904,1.29806025483549e-20,4.24343786069702e-19
"YAL003W",0.74220813576235,9.79930749604909,2.22256690382877e-20,7.22578481865649e-19
"YGL008C",0.595549951590517,11.3409757085934,2.30276265096706e-20,7.44559923812684e-19
"YEL066W",-1.32787104188864,5.6412846028601,2.35142423736665e-20,7.56161805027092e-19
"YOR383C",-1.16989188471702,11.4360908361102,2.5406331833338e-20,8.12590624096546e-19
"YBL085W",-0.96013559321674,7.67269839447222,2.57967753199076e-20,8.20642578322008e-19
"YIL094C",0.772567259702029,7.78069458482705,2.77423270362458e-20,8.77814700927628e-19
"YLL050C",-0.799688761314636,9.01553902011655,3.20150826207083e-20,1.00762363758899e-18
"YJR025C",-1.19978963064471,6.46417217258521,3.42209520319853e-20,1.07135118081088e-18
"YPR075C",-1.04772959959218,7.81353739994064,3.47246119083225e-20,1.08139751927129e-18
"YDR277C",1.20703068802525,6.92711971855055,4.04812745655869e-20,1.25407173614962e-18
"YMR148W",-1.3234887750331,5.2453541869733,7.47093095366596e-20,2.30236971108549e-18
"YNL156C",-0.976520923181309,6.91530874641863,7.5646258616932e-20,2.31916534837506e-18
"YGR161C",-0.911474060447159,8.46354833998467,9.89546992017121e-20,3.01811832565222e-18
"YKL188C",-1.21452381111485,5.36561648977996,9.97084150651756e-20,3.02551124072125e-18
"YLR324W",-0.957644806137343,6.90725129475705,1.17054210603e-19,3.53372328641812e-18
"YPL222W",-1.31097496711783,6.10365263520902,1.21388485211918e-19,3.64596785278638e-18
"YKR057W",0.60927353117627,9.91450309438993,1.26260765086171e-19,3.77315629805491e-18
"YER079W",-1.13036402992316,6.31101317363373,1.30160128799656e-19,3.87013810104304e-18
"YNL100W",-0.952884590774755,6.52140800718804,1.41977371697682e-19,4.20040054167592e-18
"YDR100W",-1.24842891655774,5.90444274044137,1.87061000142326e-19,5.5066663574236e-18
"YJR070C",0.999767010543426,7.47522381195099,2.22274231667007e-19,6.51087439986971e-18
"YOR306C",0.930401675329537,6.55933580657005,3.00426885114293e-19,8.75677773015405e-18
"YMR195W",1.01670955364295,6.54227584715897,3.04993632897961e-19,8.84631042086879e-18
"YDR335W",-0.754917449740126,7.80429882252114,3.72265905521329e-19,1.07448651852181e-17
"YDL048C",0.882292788326084,7.20118944142715,3.84411643736965e-19,1.10415713397652e-17
"YLR180W",0.77789333803103,8.90623889655092,4.00130806769508e-19,1.14375554765951e-17
"YNL233W",-1.00162600892545,5.91175484029538,4.68080360299229e-19,1.33155360187045e-17
"YMR042W",-1.42976754219495,5.40947005207179,4.84866800166545e-19,1.37270662994519e-17
"YJR052W",-1.01695350814538,5.93818257551235,5.27784790648943e-19,1.48709647917609e-17
"YGR159C",1.19716415908233,9.12352459906166,6.68880611191789e-19,1.87571875659802e-17
"YBR230C",-1.1437930722962,7.47533004873515,6.73087404705043e-19,1.87861234605648e-17
"YDR309C",-1.09407000953715,6.56685375417624,6.80652595633647e-19,1.89080817294098e-17
"YBL040C",-0.879086225956176,6.71879882508726,7.12056154971212e-19,1.9688019948433e-17
"YDR345C",0.785238747925181,11.7009178944735,7.89352229970822e-19,2.17237076499412e-17
"YFL068W",-0.974273596617543,7.52830357968868,8.72864049598401e-19,2.39108175068229e-17
"YDR092W",-0.945924978267327,6.84244231214715,9.55224858867693e-19,2.60463847461757e-17
"YMR244W",-2.86242692259055,3.63940666513008,1.14534655065809e-18,3.10872272488252e-17
"YLR049C",-1.38577149425708,5.23081549589453,1.29145009421208e-18,3.48927406733007e-17
"YLR079W",-1.03866622379565,6.94574405529898,1.35965039653711e-18,3.65684154377732e-17
"YLR192C",-0.649678227669336,8.51469738926573,1.55075653205375e-18,4.15195764713216e-17
"YOR356W",-1.00605145833872,7.09174234019259,1.59816939612567e-18,4.25962536796199e-17
"YCR002C",-0.956525264989594,6.93912448691335,1.66709108359229e-18,4.42339818009667e-17
"YNL031C",-0.809338135503411,9.59160896789739,1.69693269059499e-18,4.48247800457615e-17
"YBR299W",-1.9510942832027,4.88561920570814,1.91996455958853e-18,5.04908013292681e-17
"YMR173W",0.992714432603176,8.79927076212331,2.30258250986734e-18,6.02848704021462e-17
"YIR037W",-0.913622416802048,7.29291768769526,2.39527542317108e-18,6.24354391141114e-17
"YIL077C",-1.11769765049564,6.30639377581443,2.44704561036332e-18,6.35051266514025e-17
"YGL158W",-1.2251750830228,5.59199600746837,2.59234189365833e-18,6.69820392348311e-17
"YBR077C",-1.09603939722287,5.93411483250113,3.17169287781829e-18,8.15952467741341e-17
"YCR005C",-1.69788009781688,7.69858891403306,3.61465718734574e-18,9.25884267425315e-17
"YBL001C",-0.966798504627495,6.80422740260547,3.76136052959215e-18,9.59309062655031e-17
"YKL037W",-1.87741229379951,4.72633952141806,4.17537994821069e-18,1.06033146581814e-16
"YER145C",-0.822614617388326,8.52668363614145,4.22321180037739e-18,1.06789505225782e-16
"YLR137W",-1.17630149536106,5.77618393325304,4.28956046118555e-18,1.08005656378021e-16
"YBR241C",-1.50100994239368,6.71302852214061,4.48527697916688e-18,1.12455016464959e-16
"YEL065W",0.911861006180168,6.3643693085235,6.75858746491841e-18,1.68455145748505e-16
"YER080W",-0.93924884481284,7.05756926540705,6.77578581851347e-18,1.68455145748505e-16
"YKL104C",-0.820938918552095,8.37439486490386,7.0239712571216e-18,1.73894719365642e-16
"YPR158C-D",2.06868799953608,7.50042840833786,7.38042061460416e-18,1.81958119902553e-16
"YHR080C",-0.923454746395016,6.7326843222065,7.56898820512858e-18,1.85832793401435e-16
"YJL103C",-1.56830383038074,4.89360184282889,8.1941128728826e-18,2.00349445739035e-16
"YOL052C-A",2.11719194218467,4.4090373138825,1.01697307138828e-17,2.47630850345861e-16
"YMR265C",-1.10387798194047,6.40856524709502,1.03523113004929e-17,2.51043549036952e-16
"YOR375C",-0.750388758191283,9.761527560125,1.19459630562747e-17,2.88507197567256e-16
"YPR148C",-0.784194631573055,7.56830476904295,1.43320580403261e-17,3.44726778148819e-16
"YML055W",-1.33905186765647,5.60630968719817,1.47390799575137e-17,3.53081522706916e-16
"YHR176W",-1.3859439012945,4.96724666095201,1.65486831156086e-17,3.94832895141354e-16
"YLR260W",-1.15036935986779,5.89145263122675,1.74958732252427e-17,4.15755348890606e-16
"YBL078C",-1.08861853477413,5.68798814224439,1.84107003338584e-17,4.35744455501761e-16
"YER063W",-1.00263755059302,6.94048757114561,1.85158794459153e-17,4.3648788319315e-16
"YML001W",-0.905364055371799,7.12241889980726,1.95552713741303e-17,4.59160875875909e-16
"YKL161C",-1.38293293194139,5.3116041925577,2.21324519060608e-17,5.17619438451231e-16
"YOR100C",-2.40457348466724,3.97135010013866,2.27283581838203e-17,5.29463367612854e-16
"YPR160W",1.85439097536611,8.0149553057226,2.28632845259105e-17,5.30517860940441e-16
"YDR343C",1.35561696187533,8.78339602810408,2.73602690006502e-17,6.32385592487684e-16
"YER146W",-0.993469384801685,6.72476891933381,2.7562488476647e-17,6.34580717184127e-16
"YGR192C",0.562169005714702,14.7910046814415,3.10023149659565e-17,7.11010456021568e-16
"YKR100C",-0.954350984530533,6.54812603945965,3.16801512193946e-17,7.23750790599066e-16
"YNR067C",0.951421838242113,6.5382581922402,3.26308404457436e-17,7.42602626605633e-16
"YCR024C",-1.3157298223848,5.16688266737818,3.28053397448487e-17,7.43713391840115e-16
"YDL214C",-2.14221750013126,4.08798518774918,3.50079622600542e-17,7.90618750735651e-16
"YNL030W",-0.609676236117725,9.78341701648723,4.31508323510494e-17,9.70811692095663e-16
"YIL026C",-1.18080220534908,5.60785169925536,4.72109515526667e-17,1.05813333461034e-15
"YGL162W",1.03545018793892,5.57819484439724,5.88614639736265e-17,1.31427653710169e-15
"YFL008W",-1.0465261550083,6.14959570303469,5.97481841841435e-17,1.32906017224653e-15
"YOL130W",0.818963389831763,7.15776806933393,6.21032536459433e-17,1.37627322780167e-15
"YLR093C",-0.806420187047301,7.23067783018795,8.64077439479404e-17,1.90774112291031e-15
"YBR162C",-0.576798665496591,9.95579050773027,9.58577086387527e-17,2.10851324169331e-15
"YKR097W",-1.66658514205208,4.3909690567703,1.02276497961074e-16,2.24137051272472e-15
"YLR092W",-1.06614774585566,6.12707816000164,1.08832174899609e-16,2.37623608443168e-15
"YOR019W",-1.23485583757833,5.74280823214214,1.12941298764326e-16,2.45688847348719e-15
"YBL002W",-0.863121885021254,8.1023044803084,1.16716036197847e-16,2.5297025134896e-15
"YMR200W",-0.772156695254238,7.44520486834878,1.21068994469398e-16,2.61447167983733e-15
"YIL053W",-0.71380223594046,11.3231566328313,1.30597940236768e-16,2.80999277229439e-15
"YDL009C",-1.65857822648094,4.70625684571717,1.46693317247141e-16,3.14487086286716e-15
"YBR183W",-1.07767305657158,6.25107680435295,1.50079919822846e-16,3.20585879275011e-15
"YLR326W",-1.41844679558817,4.94349642795012,1.61055636131872e-16,3.42793596759815e-15
"YPR139C",-1.02256429250433,6.46616800787598,1.80011791220399e-16,3.81766942168852e-15
"YGL036W",-0.895543384384873,7.23852649730467,1.80954850345751e-16,3.82396374819931e-15
"YDL010W",-1.24196349928884,5.92400128566209,2.1234710656358e-16,4.4713801762872e-15
"YMR264W",-0.875889341070116,6.88341023118706,2.43987621784974e-16,5.11941403582161e-15
"YGR050C",-1.79076470165049,4.37144453044218,2.50763067202471e-16,5.24298610825802e-15
"YGL073W",-0.745423173304354,7.36907459312582,2.53251094606418e-16,5.27636171403584e-15
"YDL035C",-0.91044062874841,6.84337933257065,2.67716717218954e-16,5.55817479222649e-15
"YHR161C",-0.78327830884903,7.69463251988338,2.7245313537182e-16,5.6367314755072e-15
"YOL070C",-0.791553379536937,6.82241062885122,2.80175155615006e-16,5.77629406193028e-15
"YDR054C",-0.761162672570395,7.74137366784721,3.05669531371628e-16,6.28002297613168e-15
"YBR089C-A",-0.811823173173813,7.2155824289013,3.19323029927046e-16,6.53783518366205e-15
"YIL042C",-1.08075216908522,6.64121757607439,3.36744833406666e-16,6.8707557905767e-15
"YGR289C",-1.10234803554964,6.47073062724745,3.46968047978793e-16,7.03669384671998e-15
"YMR256C",-1.13858818863249,5.36364008539942,3.47256143863822e-16,7.03669384671998e-15
"YLR193C",-1.24253430192557,5.25202201990884,3.94821929705665e-16,7.97324695586491e-15
"YKL056C",0.704717750397793,11.0365660519266,4.03839353638252e-16,8.12761039278073e-15
"YBL015W",-0.910249770432517,7.09978457820218,4.56209074219968e-16,9.15047149884593e-15
"YKL108W",-1.44759921900177,5.10079469963261,4.78584329683442e-16,9.55077357364725e-15
"YGR155W",0.643571919291386,8.92355776312968,4.79394921644961e-16,9.55077357364725e-15
"YBR014C",-1.17012452216909,5.95722977489229,5.64548359057569e-16,1.120950550518e-14
"YLR345W",-0.80379101168939,7.01406814071914,6.29771380236708e-16,1.24627333005371e-14
"YPR006C",-1.18861903094699,5.58412199717488,6.73091548087549e-16,1.32756089667801e-14
"YGR266W",-0.864425323981095,6.66742990364091,7.37689512967498e-16,1.45013582997631e-14
"YGR233C",0.905753976732422,6.16968461602436,7.50214037587718e-16,1.46987300013461e-14
"YGR177C",1.55377767346515,5.02531766891386,8.37018313533762e-16,1.63453378256742e-14
"YDR456W",-0.821002865722476,6.9667646413135,8.75657880374923e-16,1.70436436782185e-14
"YBR054W",1.57150362148549,5.23771534795112,9.20891958095542e-16,1.78653039870535e-14
"YDL244W",-2.6084636566221,3.57363968072575,9.53077189706273e-16,1.84292736323268e-14
